tt0042468	\N	The Flying Missile	The Flying Missile	1950	\N
tt0046035	\N	The Man from the Alamo	The Man from the Alamo	1953	\N
tt0049201	\N	The Fastest Gun Alive	The Fastest Gun Alive	1956	\N
tt0052934	\N	It Started with a Kiss	It Started with a Kiss	1959	\N
tt0058091	\N	Fate Is the Hunter	Fate Is the Hunter	1964	\N
tt0066864	\N	The Brotherhood of the Bell	The Brotherhood of the Bell	1970	\N
tt0075613	\N	The 3,000 Mile Chase	The 3,000 Mile Chase	1977	\N
tt0102761	\N	Raw Nerve	Raw Nerve	1991	\N
tt0534953	\N	Dead Past	Dead Past	1972	\N
tt0534963	\N	Shakedown	Shakedown	1972	\N
tt0576979	\N	A Stranger in a Strange Land	A Stranger in a Strange Land	1975	\N
tt0971597	\N	Willing Heart	Willing Heart	1975	\N
tt4857908	\N	Part II	Part II	1979	\N
tt0087928	\N	Police Academy	Police Academy	1984	\N
tt0098966	\N	3 Men and a Little Lady	3 Men and a Little Lady	1990	\N
tt0225947	\N	Home Team	Home Team	1998	\N
tt0525934	\N	Fathers and Sons	Fathers and Sons	1979	\N
tt1402322	\N	Pilot	Pilot	1982	\N
tt1535102	\N	A Novel Romance	A Novel Romance	2011	\N
tt5265314	\N	Intricacy	Intricacy	\N	\N
tt0091635	\N	9½ Weeks	Nine 1/2 Weeks	1986	\N
tt0105813	\N	White Sands	White Sands	1992	\N
tt0175047	\N	Point Blank	Point Blank	1998	\N
tt0865554	\N	The Informers	The Informers	2008	\N
tt2613190	\N	The Mob Priest	The Mob Priest	\N	\N
tt5335060	\N	Merchandise	Merchandise	\N	\N
tt0088538	\N	Hometown	Hometown	1985	\N
tt0099311	\N	The Court-Martial of Jackie Robinson	The Court-Martial of Jackie Robinson	1990	\N
tt0285336	\N	Danny	Danny	2001	\N
tt0554480	\N	Pilot	Pilot	2001	\N
tt0560467	\N	The Name	The Name	1999	\N
tt0782278	\N	The Virtual Employee	The Virtual Employee	2000	\N
tt0974088	\N	Tower of Babel	Tower of Babel	1999	\N
tt1099377	\N	Episode #1.7	Episode #1.7	2001	\N
tt2484280	\N	Larry Bird: A Basketball Legend	Larry Bird: A Basketball Legend	1992	\N
tt0079802	\N	The Return of the King	The Return of the King	1980	\N
tt0406085	\N	Myron's Movie	Myron's Movie	2004	\N
tt0570452	\N	The Adventure of the Chinese Dog	The Adventure of the Chinese Dog	1975	\N
tt0675389	\N	New York Scrapbook	New York Scrapbook	1961	\N
tt0737140	\N	The Fifth Wheel	The Fifth Wheel	1954	\N
tt1270288	\N	Ashley's Ashes	Ashley's Ashes	2010	\N
tt0087722	\N	Mike's Murder	Mike's Murder	1984	\N
tt0698982	\N	Gotham Swansong	Gotham Swansong	1981	\N
tt0105038	\N	O Pioneers!	O Pioneers!	1992	\N
tt0155723	\N	A Good Baby	A Good Baby	2000	\N
tt0315297	\N	Twisted	Twisted	2004	\N
tt0479495	\N	Matters of Life and Death	Matters of Life and Death	2007	\N
tt0555322	\N	Here's a Rough Way to Learn a Foreign Language	Here's a Rough Way to Learn a Foreign Language	1989	\N
tt0974428	\N	The Supreme Court	The Supreme Court	2007	\N
tt1185999	\N	Never Let Me Go	Never Let Me Go	2011	\N
tt2008042	\N	The Unusual Suspects	The Unusual Suspects	2011	\N
tt2270976	\N	If Memory Serves	If Memory Serves	2012	\N
tt5464990	\N	Just Humans	Just Humans	2017	\N
tt6864796	\N	Episode #1.2	Episode #1.2	2018	\N
tt0081273	\N	The Oldest Living Graduate	The Oldest Living Graduate	1980	\N
tt0091844	\N	Resting Place	Resting Place	1986	\N
tt0105217	\N	Raising Cain	Raising Cain	1992	\N
tt0117709	\N	Special Effects: Anything Can Happen	Special Effects: Anything Can Happen	1996	\N
tt0352520	\N	The Life and Death of Peter Sellers	The Life and Death of Peter Sellers	2004	\N
tt0502618	\N	A Nightmare on Dick Street: Part 1	A Nightmare on Dick Street: Part 1	1997	\N
tt0502629	\N	Charitable Dick	Charitable Dick	1999	\N
tt0502639	\N	Dick Puts the 'Id' in Cupid	Dick Puts the 'Id' in Cupid	2000	\N
tt0502649	\N	Dick for Tat	Dick for Tat	1999	\N
tt0502659	\N	Dick, Smoker	Dick, Smoker	1996	\N
tt0502669	\N	Fifteen Minutes of Dick	Fifteen Minutes of Dick	1997	\N
tt0502679	\N	Gwen, Larry, Dick and Mary	Gwen, Larry, Dick and Mary	2000	\N
tt0502689	\N	Just Your Average Dick	Just Your Average Dick	1998	\N
tt0502699	\N	Near Dick Experience	Near Dick Experience	1999	\N
tt0502709	\N	Sally Forth	Sally Forth	1999	\N
tt0502719	\N	Sex and the Sally	Sex and the Sally	1999	\N
tt0502729	\N	The Fifth Solomon	The Fifth Solomon	1999	\N
tt0502739	\N	Tom, Dick and Mary	Tom, Dick and Mary	1997	\N
tt0502749	\N	You Don't Know Dick	You Don't Know Dick	2001	\N
tt0860282	\N	The Bong Show	The Bong Show	2006	\N
tt0982374	\N	Dogs and More Dogs	Dogs and More Dogs	2004	\N
tt1591624	\N	Bark, George	Bark, George	2003	\N
tt5657846	\N	Daddy's Home 2	Daddy's Home 2	2017	\N
tt0099692	\N	Grand Slam	Grand Slam	1990	\N
tt0717644	\N	Ponce de Leon	Ponce de Leon	1986	\N
tt0893099	\N	Dog Days	Dog Days	1990	\N
tt1510634	\N	Deride and Conquer	Deride and Conquer	1988	\N
tt2386804	\N	Do as I Say, Not as Tia Julia Does	Do as I Say, Not as Tia Julia Does	2012	\N
tt5626080	\N	Un Técnico de Diálisis que Está de Ensueño	Un Técnico de Diálisis que Está de Ensueño	2012	\N
tt0638722	\N	Hellfire	Hellfire	1985	\N
tt0116835	\N	The Late Shift	The Late Shift	1996	\N
tt0108171	\N	Sniper	Sniper	1993	\N
tt3554012	\N	Betrayal	Betrayal	2014	\N
tt4220150	\N	Reunion	Reunion	2015	\N
tt4630396	\N	The Reckoning	The Reckoning	2015	\N
tt6661086	\N	The Barter Economy	The Barter Economy	2017	\N
tt0034208	\N	So Ends Our Night	So Ends Our Night	1941	\N
tt0040552	\N	The Loves of Carmen	The Loves of Carmen	1948	\N
tt0042881	\N	The Redhead and the Cowboy	The Redhead and the Cowboy	1951	\N
tt0046196	\N	Plunder of the Sun	Plunder of the Sun	1953	\N
tt0049656	\N	Ransom!	Ransom!	1956	\N
tt0053715	\N	Cimarron	Cimarron	1960	\N
tt0059460	\N	The Money Trap	The Money Trap	1965	\N
tt0070237	\N	Jarrett	Jarrett	1973	\N
tt0077100	\N	When Havoc Struck	When Havoc Struck	1978	\N
tt0275484	\N	MCRD, San Diego	MCRD, San Diego	1969	\N
tt0534954	\N	Delegate at Large	Delegate at Large	1971	\N
tt0534964	\N	Slay Ride: Part 1	Slay Ride: Part 1	1972	\N
tt0576980	\N	First Love: Part 1	First Love: Part 1	1975	\N
tt1734358	\N	Part 1	Part 1	1976	\N
tt5397218	\N	William Holden: The Golden Boy	William Holden: The Golden Boy	1989	\N
tt0088765	\N	Bad Medicine	Bad Medicine	1985	\N
tt0099450	\N	The Boyfriend School	Don't Tell Her It's Me	1990	\N
tt0245341	\N	P.S. Your Cat Is Dead!	P.S. Your Cat Is Dead!	2002	\N
tt0717643	\N	Pecos Bill	Pecos Bill	1986	\N
tt1402323	\N	The Bum's Rush	The Bum's Rush	1982	\N
tt1684225	\N	I Heart Shakey	I Heart Shakey	2012	\N
tt5360150	\N	After Party	After Party	2017	\N
tt0092563	\N	Angel Heart	Angel Heart	1987	\N
tt0109765	\N	F.T.W.	F.T.W.	1994	\N
tt0175997	\N	Out in Fifty	Out in Fifty	1999	\N
tt1125849	\N	The Wrestler	The Wrestler	2008	\N
tt3120960	\N	Skin Traffik	Skin Traffik	2015	\N
tt5556266	\N	Vestige	Vestige	\N	\N
tt0090767	\N	The Boss' Wife	The Boss' Wife	1986	\N
tt0099785	\N	Home Alone	Home Alone	1990	\N
tt0318622	\N	Regular Joe	Regular Joe	2003	\N
tt0554481	\N	The Dress Mess	The Dress Mess	2001	\N
tt0560468	\N	The Prototype	The Prototype	1999	\N
tt0803252	\N	The Takeover	The Takeover	1999	\N
tt0974089	\N	Y2K	Y2K	1999	\N
tt1099378	\N	Episode #1.8	Episode #1.8	2001	\N
tt3551646	\N	Strange Calls	Strange Calls	2015	\N
tt0099849	\N	Instant Karma	Instant Karma	1990	\N
tt0416966	\N	Mattie Fresno and the Holoflux Universe	Mattie Fresno and the Holoflux Universe	2007	\N
tt0591244	\N	Three Letters	Three Letters	1952	\N
tt0675422	\N	Two by Saroyan: 'Once Around the Block' and 'My Heart's in the Highlands'	Two by Saroyan: 'Once Around the Block' and 'My Heart's in the Highlands'	1960	\N
tt0738850	\N	The Bean Show	The Bean Show	1964	\N
tt1553177	\N	Piano Fingers	Piano Fingers	2010	\N
tt0091923	\N	Separate Vacations	Separate Vacations	1986	\N
tt0698983	\N	John's Awakening	John's Awakening	1982	\N
tt0105463	\N	Stand Off	April One	1994	\N
tt0160513	\N	A Map of the World	A Map of the World	1999	\N
tt0326194	\N	Speakeasy	Speakeasy	2002	\N
tt0480001	\N	The Sensation of Sight	The Sensation of Sight	2006	\N
tt0555323	\N	Here's a Shot in the Dark	Here's a Shot in the Dark	1989	\N
tt1015105	\N	A New Kind of Justice	A New Kind of Justice	2007	\N
tt1186000	\N	Catch and Release	Catch and Release	2011	\N
tt2015548	\N	Original Sin	Original Sin	2011	\N
tt2303338	\N	Life After Death	Life After Death	2012	\N
tt5500152	\N	The Right Side of Paradise	The Right Side of Paradise	2017	\N
tt6918210	\N	Episode #1.4	Episode #1.4	2018	\N
tt0082085	\N	Blow Out	Blow Out	1981	\N
tt0092606	\N	Baby Girl Scott	Baby Girl Scott	1987	\N
tt0106582	\N	Cliffhanger	Cliffhanger	1993	\N
tt0119305	\N	Homegrown	Homegrown	1998	\N
tt0360985	\N	Shrek 4-D	Shrek 4-D	2003	\N
tt0502620	\N	Ab-dick-ted	Ab-dick-ted	1996	\N
tt0502630	\N	Citizen Solomon	Citizen Solomon	1999	\N
tt0502640	\N	Dick Solomon of the Indiana Solomons	Dick Solomon of the Indiana Solomons	1999	\N
tt0502650	\N	Dick on a Roll	Dick on a Roll	1998	\N
tt0502660	\N	Dick, Who's Coming to Dinner	Dick, Who's Coming to Dinner	1999	\N
tt0502670	\N	Fourth and Dick	Fourth and Dick	1996	\N
tt0502680	\N	Happy New Dick!	Happy New Dick!	1998	\N
tt0502690	\N	Les Liaisons Dickgereuses	Les Liaisons Dickgereuses	2000	\N
tt0502700	\N	Paranoid Dick	Paranoid Dick	1999	\N
tt0502710	\N	Sally and Don's First Kiss	Sally and Don's First Kiss	1998	\N
tt0502720	\N	Shall We Dick?	Shall We Dick?	2000	\N
tt0502730	\N	The Great Dickdater	The Great Dickdater	1998	\N
tt0502740	\N	Tricky Dick	Tricky Dick	1997	\N
tt0502750	\N	Youth Is Wasted on the Dick	Youth Is Wasted on the Dick	2000	\N
tt0864277	\N	Sorry, Wrong Ship	Sorry, Wrong Ship	2006	\N
tt1024552	\N	Paloozaville	Paloozaville	2006	\N
tt1950799	\N	Prohibition	Prohibition	2011	\N
tt5929750	\N	Beatriz at Dinner	Beatriz at Dinner	2017	\N
tt0102644	\N	La pastorela	La pastorela	1991	\N
tt0732193	\N	Trust	Trust	1995	\N
tt0893100	\N	My Favorite Sociopath	My Favorite Sociopath	1990	\N
tt1510635	\N	Ring of Truth	Ring of Truth	1988	\N
tt2663132	\N	I'm Broken, So You Fix Me	I'm Broken, So You Fix Me	2013	\N
tt6547002	\N	The LM Project	The LM Project	\N	\N
tt1092018	\N	Mr. Sadman	Mr. Sadman	2009	\N
tt0167880	\N	The Definite Maybe	The Definite Maybe	1997	\N
tt0630500	\N	Birth of a Legend	Birth of a Legend	1995	\N
tt1358105	\N	The Breakthrough: Part 1	The Breakthrough: Part 1	2008	\N
tt3601350	\N	Eva Hesse	Eva Hesse	2016	\N
tt3587392	\N	New Blood	New Blood	2015	\N
tt4227738	\N	The Hunt	The Hunt	2015	\N
tt5093388	\N	In Harm's Way	In Harm's Way	\N	\N
tt6661088	\N	Cowboys and Nomads	Cowboys and Nomads	2017	\N
tt0034269	\N	Texas	Texas	1941	\N
tt0040577	\N	The Mating of Millie	The Mating of Millie	1948	\N
tt0043134	\N	The White Tower	The White Tower	1950	\N
tt0046432	\N	Terror on a Train	Time Bomb	1953	\N
tt0049830	\N	The Teahouse of the August Moon	The Teahouse of the August Moon	1956	\N
tt0054772	\N	Cry for Happy	Cry for Happy	1961	\N
tt0059661	\N	The Rounders	The Rounders	1965	\N
tt0070630	\N	Santee	Santee	1973	\N
tt0077521	\N	Evening in Byzantium	Evening in Byzantium	1978	\N
tt0282807	\N	Nothing for Granted: The Story of the Navy's Test and Evaluation Force	Nothing for Granted: The Story of the Navy's Test and Evaluation Force	1970	\N
tt0534955	\N	Gray Wolf	Gray Wolf	1971	\N
tt0534965	\N	Slay Ride: Part 2	Slay Ride: Part 2	1972	\N
tt0576981	\N	First Love: Part 2	First Love: Part 2	1975	\N
tt1734359	\N	Part 2	Part 2	1976	\N
tt6876160	\N	Long Way Home	Long Way Home	1975	\N
tt0089822	\N	Police Academy 2: Their First Assignment	Police Academy 2: Their First Assignment	1985	\N
tt0112499	\N	The Big Green	The Big Green	1995	\N
tt0313088	\N	Jackson	Jackson	2008	\N
tt0898299	\N	The Ferret	The Ferret	1984	\N
tt1417297	\N	Help Me, Help You	Help Me, Help You	2009	\N
tt1703043	\N	Duckwalls	Duckwalls	2010	\N
tt5569124	\N	When the Levee Breaks	When the Levee Breaks	\N	\N
tt0092618	\N	Barfly	Barfly	1987	\N
tt0110307	\N	The Last Outlaw	The Last Outlaw	1993	\N
tt0263215	\N	Picture Claire	Picture Claire	2001	\N
tt1228705	\N	Iron Man 2	Iron Man 2	2010	\N
tt3288086	\N	Enrique Iglesias: Hero	Enrique Iglesias: Hero	2001	\N
tt7349910	\N	Nightmare Cinema	Nightmare Cinema	2018	\N
tt0092690	\N	Born in East L.A.	Born in East L.A.	1987	\N
tt0101587	\N	City Slickers	City Slickers	1991	\N
tt0411234	\N	A Previous Engagement	A Previous Engagement	2008	\N
tt0560459	\N	Art	Art	1999	\N
tt0560469	\N	The Return	The Return	2000	\N
tt0827294	\N	Elbonian Trip	Elbonian Trip	1999	\N
tt0975234	\N	Pregnancy	Pregnancy	2000	\N
tt1485343	\N	Ben the Candidate	Ben the Candidate	1985	\N
tt5600460	\N	Marty Dobbs	Marty Dobbs	2017	\N
tt0103405	\N	Dr. Quinn, Medicine Woman	Dr. Quinn, Medicine Woman	1993	1998
tt0443704	\N	Yesterday's Dreams	Yesterday's Dreams	2005	\N
tt0622216	\N	A Traveler from Brussels	A Traveler from Brussels	1957	\N
tt0675555	\N	Where's Charley?	Where's Charley?	1957	\N
tt0748297	\N	The Spy Who Returned from the Dead	The Spy Who Returned from the Dead	1974	\N
tt1766182	\N	Two-Legged Rat Bastards	Two-Legged Rat Bastards	2011	\N
tt0081695	\N	Up the Academy	Up the Academy	1980	\N
tt0698984	\N	Neither a Borrower	Neither a Borrower	1981	\N
tt0106255	\N	The American Clock	The American Clock	1993	\N
tt0164085	\N	Limbo	Limbo	1999	\N
tt0328757	\N	Master Spy: The Robert Hanssen Story	Master Spy: The Robert Hanssen Story	2002	\N
tt0488120	\N	Fracture	Fracture	2007	\N
tt0555324	\N	Here's a Side Effect of Serious Moonlight	Here's a Side Effect of Serious Moonlight	1988	\N
tt1015107	\N	The Rehnquist Revolution	The Rehnquist Revolution	2007	\N
tt1278469	\N	Temple Grandin	Temple Grandin	2010	\N
tt2081607	\N	Wake Up Call	Wake Up Call	2012	\N
tt2383113	\N	Alpha Dogs	Alpha Dogs	2012	\N
tt5753418	\N	Playing House	Playing House	2017	\N
tt6918212	\N	Episode #1.3	Episode #1.3	2018	\N
tt0084421	\N	Not in Front of the Children	Not in Front of the Children	1982	\N
tt0093148	\N	Harry and the Hendersons	Harry and the Hendersons	1987	\N
tt0107451	\N	Love, Cheat & Steal	Love, Cheat & Steal	1993	\N
tt0119416	\N	Johnny Skidmarks	Johnny Skidmarks	1998	\N
tt0402749	\N	Adventures in Time: The National Geographic Millennium Special	Adventures in Time: The National Geographic Millennium Special	1999	\N
tt0502621	\N	Alien Hunter	Alien Hunter	1999	\N
tt0502631	\N	Collect Call for Dick	Collect Call for Dick	1998	\N
tt0502641	\N	Dick Solomon's Day Off	Dick Solomon's Day Off	2000	\N
tt0502651	\N	Dick the Vote	Dick the Vote	1996	\N
tt0502661	\N	Dick-In-Law	Dick-In-Law	1997	\N
tt0502671	\N	Frankie Goes to Rutherford	Frankie Goes to Rutherford	2000	\N
tt0502681	\N	Hotel Dick	Hotel Dick	1996	\N
tt0502691	\N	Lonely Dick	Lonely Dick	1996	\N
tt0502701	\N	Pickles and Ice Cream	Pickles and Ice Cream	1998	\N
tt0502711	\N	Same Old Song and Dick	Same Old Song and Dick	1997	\N
tt0502721	\N	Stuck with Dick	Stuck with Dick	1998	\N
tt0502731	\N	The House That Dick Built	The House That Dick Built	1999	\N
tt0502741	\N	Truth or Dick	Truth or Dick	1996	\N
tt0511120	\N	The Doll	The Doll	1986	\N
tt0871390	\N	Jeffrey's Choice	Jeffrey's Choice	2006	\N
tt1045685	\N	A Nightmare on Dick Street: Part 2	A Nightmare on Dick Street: Part 2	1997	\N
tt2169707	\N	Scott Douglas	Scott Douglas	2012	\N
tt6032410	\N	Best of Enemies	Best of Enemies	2016	\N
tt0110518	\N	A Million to Juan	A Million to Juan	1994	\N
tt0734804	\N	Tagged	Tagged	2003	\N
tt1035344	\N	Man's Best Friend	Man's Best Friend	1988	\N
tt1510636	\N	Strike Three, You're Out	Strike Three, You're Out	1988	\N
tt4041780	\N	Dad, I Want to Give You My Kidney	Dad, I Want to Give You My Kidney	2013	\N
tt6550750	\N	The Legend of Billy Jones	The Legend of Billy Jones	\N	\N
tt0067383	\N	Making It	Making It	1971	\N
tt3588286	\N	Silence	Silence	2014	\N
tt4244852	\N	A Hostile Witness	A Hostile Witness	2015	\N
tt5226220	\N	Tremors	Tremors	\N	\N
tt7187044	\N	City on a Hill	City on a Hill	2018	\N
tt0034431	\N	The Adventures of Martin Eden	The Adventures of Martin Eden	1942	\N
tt0040730	\N	The Return of October	The Return of October	1948	\N
tt0043550	\N	Follow the Sun	Follow the Sun	1951	\N
tt0047101	\N	Human Desire	Human Desire	1954	\N
tt0050086	\N	3:10 to Yuma	3:10 to Yuma	1957	\N
tt0054890	\N	The Four Horsemen of the Apocalypse	The Four Horsemen of the Apocalypse	1962	\N
tt0060882	\N	Rage	Rage	1966	\N
tt0070989	\N	Friends of Man	Friends of Man	1974	\N
tt0077997	\N	No Margin for Error	No Margin for Error	1978	\N
tt0318472	\N	My Town	My Town	1986	\N
tt0534956	\N	Homecoming	Homecoming	1971	\N
tt0534966	\N	The Alien Land	The Alien Land	1971	\N
tt0576982	\N	Remembrance of a Guest	Remembrance of a Guest	1975	\N
tt1734360	\N	Part 3	Part 3	1976	\N
tt0075836	\N	The Chicken Chronicles	The Chicken Chronicles	1977	\N
tt0091777	\N	Police Academy 3: Back in Training	Police Academy 3: Back in Training	1986	\N
tt0113442	\N	It Takes Two	It Takes Two	1995	\N
tt0363097	\N	The Stranger	The Stranger	2003	\N
tt1031400	\N	Courtship	Courtship	2007	\N
tt1462136	\N	Billy Liar	Billy Liar	1979	\N
tt2294857	\N	Quick to Duck	Quick to Duck	2013	\N
tt7356166	\N	Miss Arizona	Miss Arizona	\N	\N
tt0093771	\N	A Prayer for the Dying	A Prayer for the Dying	1987	\N
tt0115781	\N	Bullet	Bullet	1996	\N
tt0285104	\N	The Follow	The Follow	2001	\N
tt1253864	\N	Immortals	Immortals	2011	\N
tt3520290	\N	Blunt Force Trauma	Blunt Force Trauma	2015	\N
tt7698500	\N	Santas Helpers	Santas Helpers	2018	\N
tt0094582	\N	The Wonder Years	The Wonder Years	1988	1993
tt0104431	\N	Home Alone 2: Lost in New York	Home Alone 2: Lost in New York	1992	\N
tt0423857	\N	Behind the Mascot	Behind the Mascot	2004	\N
tt0560460	\N	Company Picnic	Company Picnic	2000	\N
tt0560470	\N	The Security Guard	The Security Guard	2000	\N
tt0956023	\N	Rhinoceros	Rhinoceros	2007	\N
tt0975235	\N	The Fact	The Fact	2000	\N
tt1485345	\N	Fading Away Jump Shots	Fading Away Jump Shots	1985	\N
tt6416528	\N	Our Favorite Fun Food	Our Favorite Fun Food	1998	\N
tt0104577	\N	Just My Imagination	Just My Imagination	1992	\N
tt0476529	\N	Cacophony	Cacophony	2004	\N
tt0637079	\N	Love and the Coed Dorm/Love and the Optimist/Love and the Teacher	Love and the Coed Dorm/Love and the Optimist/Love and the Teacher	1970	\N
tt0687422	\N	It Happened in Paris	It Happened in Paris	1954	\N
tt0756637	\N	A Connecticut Yankee in King Arthur's Court	A Connecticut Yankee in King Arthur's Court	1970	\N
tt2173254	\N	The Man in the Dog Suit	The Man in the Dog Suit	1960	\N
tt0080740	\N	Fish Hawk	Fish Hawk	1979	\N
tt0698985	\N	Secret Rage	Secret Rage	1981	\N
tt0113691	\N	Losing Isaiah	Losing Isaiah	1995	\N
tt0237139	\N	Dashiell Hammett: Detective, Writer	Dashiell Hammett: Detective, Writer	1999	\N
tt0338395	\N	The Root	The Root	2003	\N
tt0555273	\N	Here Comes That Cold Wind Off the River	Here Comes That Cold Wind Off the River	1988	\N
